table,location_id,state,lat,lon,n_rows,reason,clue
meets_tf_meta,140575,MO,38.485065,0.0,2,outside MO box,Pacific High School
meets_tf_meta,141593,NE,41.180435,0.0,2,outside NE box,Osceola
meets_tf_meta,67566,WY,37.17021,-122.16733,2,outside WY box,Riverside Track
meets_tf_meta,124796,CA,35.759575,-79.0193,2,outside CA box,North
meets_tf_meta,61165,IN,33.910698,-82.39807,2,outside IN box,Boys-Fegely; Girls-Wheeler
meets_tf_meta,138671,OH,42.25068,-83.62409,2,outside OH box,Eastern Michigan University
meets_tf_meta,86523,WI,41.89918,-87.94667,2,outside WI box,Fox Valley Lutheran HS
meets_tf_meta,138150,FL,25.971066,0.0,2,outside FL box,Dr. Michael M. Krop Senior High School
meets_tf_meta,125482,MD,37.09024,-95.71289,2,outside MD box,Outdoor Track and Field Meet
meets_tf_meta,80584,WV,40.711525,-80.63023,2,outside WV box,Beaver Local HS
meets_tf_meta,108414,IN,12.842629,77.65164,2,outside IN box,Hamilton Heights
meets_tf_meta,87727,NY,42.124027,-80.088104,2,outside NY box,Cathedral Prep Villa Maria Events Center
meets_tf_meta,110500,IN,40.7042,-74.28355,2,outside IN box,Union HS
meets_tf_meta,109112,PA,34.06167,-84.4183,2,outside PA box,GA
meets_tf_meta,124847,IL,35.96064,-83.92074,2,outside IL box,Knoxville Track Complex
meets_tf_meta,81539,PA,40.882477,-97.59211,2,outside PA box,Ygh
meets_tf_meta,68462,NE,37.562065,-121.96815,2,outside NE box,Fremont HS-Appleget Field
meets_tf_meta,141514,IA,41.37345,0.0,2,outside IA box,3200 Inwood St
meets_tf_meta,63397,TX,34.762573,-92.33938,2,outside TX box,Scott Field
meets_tf_meta,110225,MA,39.952377,-75.1636,2,outside MA box,Philadelphia
meets_tf_meta,76873,IN,39.947254,-83.796585,2,outside IN box,Springfield HS
meets_tf_meta,141449,PA,39.948254,0.0,2,outside PA box,Westtown School
meets_tf_meta,142376,NC,36.060455,0.0,2,outside NC box,James B. Dudley High School
meets_tf_meta,141447,PA,40.02298,0.0,2,outside PA box,Germantown Friends School Fields
meets_tf_meta,77382,NE,40.03893,-82.951675,2,outside NE box,Columbus HS
meets_tf_meta,129011,IN,40.340923,-76.41135,2,outside IN box,Lebanon
meets_tf_meta,141704,PA,40.02795,0.0,2,outside PA box,Malvern Preparatory School
meets_tf_meta,141389,IA,42.0205,0.0,2,outside IA box,1001 15th St
meets_tf_meta,74346,CA,39.325653,-76.70522,2,outside CA box,Morgan State University
meets_tf_meta,64420,NE,35.34733,-119.0225,2,outside NE box,Kern Track
meets_tf_meta,64337,SD,35.303905,-119.02019,2,outside SD box,USD
meets_tf_meta,142352,AZ,33.323,0.0,2,outside AZ box,Seton Catholic Preparatory High School
meets_tf_meta,53300,MA,28.631071,77.28114,2,outside MA box,WHS
meets_tf_meta,66543,IN,36.515656,-87.277374,2,outside IN box,Clarksville HS
meets_tf_meta,103674,CA,51.26204,6.8259807,2,outside CA box,Rather Waldstadion
meets_tf_meta,110495,CA,40.69061,-75.20936,2,outside CA box,NHS
meets_tf_meta,140512,MO,38.550526,0.0,2,outside MO box,St Francis Borgia High School
meets_tf_meta,136060,FL,45.681473,-111.03199,2,outside FL box,Bozeman HS
meets_tf_meta,97912,NE,44.94422,-93.18994,2,outside NE box,Brady
meets_tf_meta,68064,CA,37.37549,-5.9820795,2,outside CA box,Seville
meets_tf_meta,54570,NY,30.13136,-95.46449,2,outside NY box,Knox Jr HS
meets_tf_meta,64147,OH,35.205853,-97.442314,2,outside OH box,Poland Memorial Stadium
meets_tf_meta,66066,IL,36.166477,-86.771286,2,outside IL box,Titan Stadium
meets_tf_meta,124251,IN,34.14426,-118.001945,2,outside IN box,Monrovia HS
meets_tfrrs,44623,NJ,40.266617,0.0,2,outside NJ box,The College of New Jersey
meets_tfrrs,42516,NV,40.897137,-73.88609,2,outside NV box,VAN COURTLANDT PARK
meets_tfrrs,46618,MS,32.363544,0.0,2,outside MS box,Millsaps College
meets_tfrrs,44702,VA,37.199753,0.0,2,outside VA box,Lee Hall Mansion
meets_tfrrs,44628,PA,41.012943,0.0,2,outside PA box,Murray H Goodman Campus
meets_tfrrs,45072,KY,36.618202,0.0,2,outside KY box,Miller Memorial Golf Course
meets_tfrrs,798,AR,37.79995,-87.026535,2,outside AR box,Yellow Creek Park
meets,18333,IL,30.968672,-93.983406,1,outside IL box,Jasper County Country Club
meets_tf,52043,CA,6.257695,-75.587555,1,outside CA box,Pan American Junior Games
meets_tf,52247,CA,25.273626,51.510204,1,outside CA box,Diamond League Meet #1
meets_tf,53253,IN,28.561104,77.16644,1,outside IN box,Eastside@ Angola
meets_tf,54744,CA,30.249844,-81.78366,1,outside CA box,USATF Junior Olympics
meets_tf,55133,MD,30.445547,-84.30559,1,outside MD box,FSU Relays
meets_tf,60590,CA,33.76546,-84.38709,1,outside CA box,Halloween Half Marathon:10.27.13
meets_tf,65789,CA,36.066856,-79.88573,1,outside CA box,USATF Youth National Championships
meets_tf,66415,IN,36.360577,-91.8155,1,outside IN box,Caston Dual
meets_tf,67047,TX,36.84977,-76.289215,1,outside TX box,AAU National JO T & F Championships
meets_tf,72553,CA,38.915646,-77.04903,1,outside CA box,Marine Corps Marathon: 10.27.13
meets_tf,75225,OR,39.556976,-119.800156,1,outside OR box,National Pole Vault Summit
meets_tf,76832,NE,39.93869,-81.67129,1,outside NE box,Don Stine Invitational
meets_tf,78389,OH,40.23749,-76.82956,1,outside OH box,Alter vs Steelton Highspire (Official)
meets_tf,78545,CA,40.269753,-76.6725,1,outside CA box,Hershey North America Finals
meets_tf,80589,MD,40.71407,-74.00897,1,outside MD box,New Balance Nats
meets_tf,80815,NE,40.7527,-73.986374,1,outside NE box,Nebraska Shot Conversion
meets_tf,82149,MA,41.033287,-73.76554,1,outside MA box,Loucks Games
meets_tf,82153,CA,41.03414,-111.659584,1,outside CA box,Morgan Valley Marathon
meets_tf,83718,NC,41.36841,-93.56502,1,outside NC box,USA Junior Track & Field Championships
meets_tf,92018,MI,40.296658,-83.064125,1,outside MI box,1995 Midwest Meet of Champions
meets_tf,92311,CA,42.982372,-75.586876,1,outside CA box,New York City Marathon: 11.03.13
meets_tf,96216,CA,44.233288,-76.47955,1,outside CA box,Jamaica National Championship Meet
meets_tf,111025,CA,42.168633,-121.71045,1,outside CA box,Enterprise Invit.
meets_tf,111621,CA,43.85292,-79.462715,1,outside CA box,FSU Open Meet
meets_tf,112681,CA,47.980534,-122.200035,1,outside CA box,Arcadia Invite
meets_tf,112793,CA,53.52314,-113.61923,1,outside CA box,To be named at a later date
meets_tf,123495,IN,32.76763,-88.65088,1,outside IN box,Dekalb vs Crestview
meets_tf,125387,NY,37.09024,-95.71289,1,outside NY box,NYSAISAA Championships
meets_tf,125444,NC,37.09024,-95.71289,1,outside NC box,World Youth Championship Trials 
meets_tf,128849,TX,40.233845,-111.65853,1,outside TX box,Meet Split
meets_tf,136190,OR,45.901955,-115.72374,1,outside OR box,Simplot Games
meets_tf,137007,CA,47.60621,-122.33207,1,outside CA box,Seattle Rock n Roll Marathon
meets_tf,,IN,41.32817,-73.68998,1,outside IN box,CNMS vs Heritage Hills
meets_tf_meta,141354,IL,42.25636,0.0,1,outside IL box,Rockford East High School
meets_tf_meta,60590,CA,33.76546,-84.38709,1,outside CA box,atlanta
meets_tf_meta,122595,IN,28.337225,-82.25842,1,outside IN box,East Central
meets_tf_meta,78545,CA,40.269753,-76.6725,1,outside CA box,Hershey College
meets_tf_meta,69097,PA,37.771313,75.23034,1,outside PA box,TJ
meets_tf_meta,125382,CA,37.09024,-95.71289,1,outside CA box,Riverside Community College-All Comers
meets_tf_meta,66224,NE,36.241962,-86.86542,1,outside NE box,McCool Junction Track & Field
meets_tf_meta,125420,OH,37.09024,-95.71289,1,outside OH box,To be announced
meets_tf_meta,126188,IN,38.029305,-78.47668,1,outside IN box,Greenfield Central HS
meets_tf_meta,125472,CA,37.09024,-95.71289,1,outside CA box,Yreka Track Stadium
meets_tf_meta,141873,PA,40.09904,0.0,1,outside PA box,Plymouth Whitemarsh High School
meets_tf_meta,102979,NE,48.1014,-122.18095,1,outside NE box,Marysville
meets_tf_meta,53253,IN,28.561104,77.16644,1,outside IN box,Angola HS
meets_tf_meta,125411,NE,37.09024,-95.71289,1,outside NE box,"Centrura, NE"
meets_tf_meta,111991,OR,40.281925,-104.77775,1,outside OR box,Gilchrest HS
meets_tf_meta,56151,AZ,31.774199,-106.47915,1,outside AZ box,Texas
meets_tf_meta,72033,OR,38.80163,-77.07045,1,outside OR box,NSAF
meets_tf_meta,135501,WI,44.927353,-93.281,1,outside WI box,King Field
meets_tf_meta,112087,CA,45.47027,-73.62369,1,outside CA box,LCC
meets_tf_meta,87458,NE,42.08273,-87.98522,1,outside NE box,Arlington Tri
meets_tf_meta,74328,CA,39.319973,-76.66257,1,outside CA box,College
meets_tf_meta,142047,IL,42.32037,0.0,1,outside IL box,Boylan Catholic High School
meets_tf_meta,83578,IN,41.32817,-73.68998,1,outside IN box,Heritage Hills
meets_tf_meta,54016,IA,29.729795,-95.51125,1,outside IA box,houston Texas
meets_tf_meta,111269,IN,42.733135,-73.66764,1,outside IN box,Rensselaer Track Complex
meets_tf_meta,137504,AZ,50.414036,14.975035,1,outside AZ box,PL
meets_tf_meta,83587,PA,41.33062,-72.19557,1,outside PA box,Conn
meets_tf_meta,122465,IN,20.593683,78.96288,1,outside IN box,Hauser/Waldron
meets_tf_meta,68004,IL,37.35679,-121.82033,1,outside IL box,SJO Track
meets_tf_meta,112681,CA,47.980534,-122.200035,1,outside CA box,
meets_tf_meta,111789,IL,44.52393,-89.56616,1,outside IL box,
meets_tf_meta,55133,MD,30.445547,-84.30559,1,outside MD box,Florida State University
meets_tf_meta,122482,OR,25.064074,72.424706,1,outside OR box, LHS
meets_tf_meta,130347,CA,41.203323,-77.19453,1,outside CA box,Pa
meets_tf_meta,141719,WI,43.741913,0.0,1,outside WI box,Cashton
meets_tf_meta,130352,IN,41.203323,-77.19453,1,outside IN box,#5 Penn Secitional
meets_tf_meta,142555,IL,41.70867,0.0,1,outside IL box,10201 S Cottage Grove Ave
meets_tf_meta,141294,PA,40.189823,0.0,1,outside PA box,Spring-Ford Area High School 10-12 Grade Center
meets_tf_meta,93229,IN,43.16792,-89.4412,1,outside IN box,Shenandoah
meets_tf_meta,125389,IA,37.09024,-95.71289,1,outside IA box,KP-WC
meets_tf_meta,61587,NE,34.00059,-84.039085,1,outside NE box,602 East G
meets_tf_meta,110293,AZ,40.143105,47.576927,1,outside AZ box,Canceled
meets_tf_meta,141281,IA,43.0798,0.0,1,outside IA box,Sioux Center
meets_tf_meta,102287,OR,47.609066,-122.33017,1,outside OR box,Seattle
meets_tf_meta,141830,NC,36.077003,0.0,1,outside NC box,North Carolina Agricultural and Technical State University
meets_tf_meta,110191,NE,39.843124,-96.635544,1,outside NE box,"Marysville, KS"
meets_tf_meta,137557,IN,55.95325,-3.188267,1,outside IN box,Edinburg
meets_tf_meta,110811,PA,41.627453,-71.005806,1,outside PA box,CV
meets_tf_meta,86710,IN,41.9337,-79.60193,1,outside IN box,Columbus East
meets_tf_meta,111616,OR,44.02788,-71.76009,1,outside OR box,Lost River
meets_tf_meta,78930,NE,40.35519,-94.8898,1,outside NE box,NW Missouri
meets_tf_meta,140942,NC,35.317963,0.0,1,outside NC box,Union Pines High School
meets_tf_meta,140588,MO,38.595222,0.0,1,outside MO box,Lafayette High School
meets_tf_meta,57366,OR,32.623405,-117.09499,1,outside OR box,NKN HS
meets_tf_meta,142000,CA,33.99458,0.0,1,outside CA box,Ruben S. Ayala High School
meets_tf_meta,87806,MO,42.138184,-70.69184,1,outside MO box,Marshfield Track
meets_tf_meta,142732,OH,39.955944,0.0,1,outside OH box,The Capital Center
meets_tf_meta,70836,KS,38.48125,-94.34464,1,outside KS box,ARCHIE
meets_tf_meta,137481,CA,49.518486,-105.22599,1,outside CA box,Horizon
meets_tf_meta,122443,PA,8.537981,-80.78213,1,outside PA box,y
meets_tf_meta,142528,NC,35.972507,0.0,1,outside NC box,Southeast Guilford High School
meets_tf_meta,125471,TX,37.09024,-95.71289,1,outside TX box,Bulldog Stadium
meets_tf_meta,125464,OR,37.09024,-95.71289,1,outside OR box,Girls-Cascade; Boys-Gladstone
meets_tf_meta,52355,NC,26.01114,-80.14601,1,outside NC box,DHC
meets_tf_meta,125387,NY,37.09024,-95.71289,1,outside NY box,Astoria Park
meets_tf_meta,85917,NE,41.79584,43.45238,1,outside NE box,TBA
meets_tf_meta,142045,VA,37.628197,0.0,1,outside VA box,J.R. Tucker High School
meets_tf_meta,135046,WY,44.409706,-103.50908,1,outside WY box,Sturgis
meets_tf_meta,142509,TX,29.533957,0.0,1,outside TX box,Kenneth Hall Stadium
meets_tf_meta,124441,IN,34.65816,-88.5667,1,outside IN box,Boonville MS
meets_tf_meta,69197,NE,37.80341,-122.21755,1,outside NE box,Oakland
meets_tf_meta,110162,CA,39.74389,-105.02011,1,outside CA box,Coalinga high stadium
meets_tf_meta,134689,MO,44.05207,-123.086754,1,outside MO box,Eugene
meets_tf_meta,111364,CA,42.966152,-78.73606,1,outside CA box,Christian
meets_tf_meta,136184,WI,45.873196,-112.035576,1,outside WI box,Whithall HS
meets_tf_meta,59979,MA,33.570786,-112.1908,1,outside MA box,SBHS
meets_tf_meta,72116,KS,38.82016,-102.35027,1,outside KS box,Cheyenne Wells (CO)
meets_tf_meta,144577,MD,40.400444,-3.5624914,1,outside MD box,Pista de baloncesto
meets_tf_meta,86387,IN,41.87284,-87.812416,1,outside IN box,Forest Park
meets_tf_meta,108632,IL,31.80643,34.65593,1,outside IL box,West Meck
meets_tf_meta,76468,OH,39.855885,-74.77606,1,outside OH box,Shawnee HS
meets_tf_meta,140746,MO,38.745304,0.0,1,outside MO box,Raymore-Peculiar High School
meets_tf_meta,109227,PA,34.59422,-120.14105,1,outside PA box,PC
meets_tf_meta,144305,CT,41.53619,2.124529,1,outside CT box,Pista Coberta De Catalunya D'atletisme
meets_tf_meta,111792,OR,40.340923,-76.41135,1,outside OR box,Lebanon
meets_tf_meta,140582,MO,38.971485,0.0,1,outside MO box,Battle High School
meets_tf_meta,135492,WI,44.91234,-93.30104,1,outside WI box,Southerwestern HS
meets_tf_meta,141468,NE,41.091633,0.0,1,outside NE box,Platteview High School
meets_tf_meta,64736,NE,35.49276,-94.1387,1,outside NE box,Alma track
meets_tf_meta,69131,MO,37.782677,-122.4004,1,outside MO box,California Open
meets_tf_meta,131903,IN,42.162006,-78.97532,1,outside IN box,Randolph So.
meets_tf_meta,123849,IN,33.51623,-90.17953,1,outside IN box,Greenwood MS
meets_tf_meta,95132,CA,43.778744,11.279792,1,outside CA box,ASICS Firenze Stadium
meets_tf_meta,132724,OR,42.633423,-71.31617,1,outside OR box,Lowell & Reedsport @ Oakland 
meets_tf_meta,86274,NE,41.858006,-87.6242,1,outside NE box,South Loop
meets_tf_meta,124515,OH,34.99125,-79.0306,1,outside OH box,Jack Britt Stadium
meets_tf_meta,52115,FL,19.301764,-81.36052,1,outside FL box,Cayman Islands
meets_tf_meta,142083,NE,47.1122,6.8359146,1,outside NE box,Centre Sportif de la Charrière
meets_tf_meta,76832,NE,39.93869,-81.67129,1,outside NE box,Cambridge Track
meets_tf_meta,125415,OR,37.09024,-95.71289,1,outside OR box,Mitchell HS
meets_tf_meta,76941,IN,39.95814,-76.667336,1,outside IN box,Heritage Hills
meets_tf_meta,125430,PA,37.09024,-95.71289,1,outside PA box,NBC
meets_tf_meta,141747,NE,41.684925,0.0,1,outside NE box,Boone Central track
meets_tf_meta,54046,CA,29.744902,-95.39485,1,outside CA box,Houston
meets_tf_meta,76553,KY,39.877583,-88.93958,1,outside KY box,"Decatur, IL"
meets_tf_meta,108420,IN,17.656927,73.3924,1,outside IN box,NJHS
meets_tf_meta,80233,IN,40.639717,-78.94445,1,outside IN box,Northeastern HS
meets_tf_meta,125444,NC,37.09024,-95.71289,1,outside NC box,Southern Illinois University Kort Stadium
meets_tf_meta,145678,AK,5.005211,7.886361,1,outside AK box,Godswill Akpabio International Stadium
meets_tf_meta,83571,IN,41.326828,-73.065605,1,outside IN box,Ansonia HS
meets_tf_meta,140754,NE,40.17093,0.0,1,outside NE box,Thayer Central Community Schools
meets_tf_meta,84663,IN,41.55971,-74.19908,1,outside IN box,Princeton
meets_tf_meta,123495,IN,32.76763,-88.65088,1,outside IN box,Dekalb MS
meets_tf_meta,141215,NY,40.775772,0.0,1,outside NY box,18th Street & Astoria Park South
meets_tf_meta,86060,WI,41.819664,-72.10697,1,outside WI box,Eastern Connecticut State
meets_tf_meta,56647,IN,32.25215,-80.89897,1,outside IN box,Bluffton HS
meets_tf_meta,54183,MS,29.826033,-95.4243,1,outside MS box,Various
meets_tf_meta,77618,NE,40.075256,-75.03218,1,outside NE box,Kearney
meets_tf_meta,144443,MD,40.398773,-3.7399783,1,outside MD box,Gallur
meets_tf_meta,125463,OR,37.09024,-95.71289,1,outside OR box,Cascade; Gladstone
meets_tf_meta,125392,TX,37.09024,-95.71289,1,outside TX box,Fightin' Buck Stadium
meets_tf_meta,80589,MD,40.71407,-74.00897,1,outside MD box,NY
meets_tf_meta,142644,MI,42.962082,0.0,1,outside MI box,Alksnis Recreation Building
meets_tf_meta,103746,CA,53.55326,-1.4838243,1,outside CA box,Stanislas
meets_tf_meta,101397,CA,47.11231,-88.54665,1,outside CA box,Michigan Tech Student Development Complex
meets_tf_meta,128232,IN,39.83672,-84.41134,1,outside IN box,"Brookville, OH"
meets_tf_meta,131719,NE,42.062466,-104.184395,1,outside NE box,"torrington, wy"
meets_tf_meta,137522,CA,50.972385,-102.94179,1,outside CA box,Birmingham
meets_tf_meta,53021,TX,27.975868,-82.503334,1,outside TX box,Buccaneer Stadium
meets_tf_meta,61543,MA,33.993176,-6.820305,1,outside MA box,NHS
meets_tf_meta,142634,IL,41.86702,0.0,1,outside IL box,Proviso West High School
meets_tf_meta,136190,OR,45.901955,-115.72374,1,outside OR box,Idaho
meets_tf_meta,98028,NE,44.97291,-93.25716,1,outside NE box,Viking Stadium
meets_tf_meta,128077,IN,39.739235,-104.99025,1,outside IN box,North Miami HS
meets_tf_meta,101602,IN,47.235195,-61.86215,1,outside IN box,Boys-CMS; Girls-Fegely
meets_tf_meta,71788,OR,38.736904,-86.4797,1,outside OR box,Mitchell HS
meets_tf_meta,128086,IN,39.743942,-84.63662,1,outside IN box,Eaton HS
meets_tf_meta,125380,VA,37.09024,-95.71289,1,outside VA box,Prince Edward Track
meets_tf_meta,125498,IN,37.09024,-95.71289,1,outside IN box,Yorktown HS
meets_tf_meta,82174,PA,41.038456,-80.671234,1,outside PA box,TBD
meets_tf_meta,110943,WI,41.992096,-88.1838,1,outside WI box,
meets_tf_meta,123144,MA,31.791702,-7.09262,1,outside MA box,j
meets_tf_meta,96216,CA,44.233288,-76.47955,1,outside CA box,National Stadium
meets_tf_meta,82149,MA,41.033287,-73.76554,1,outside MA box,White Plains
meets_tf_meta,111922,CA,44.95816,-93.10506,1,outside CA box,MW
meets_tf_meta,72432,NE,38.895718,-76.98636,1,outside NE box,DC Schools
meets_tf_meta,52247,CA,25.273626,51.510204,1,outside CA box,"Doha, Qatar"
meets_tf_meta,75518,VA,39.64176,-77.71999,1,outside VA box,ARCC Complex
meets_tf_meta,127263,KS,39.091118,-94.415504,1,outside KS box,Idependence MO
meets_tf_meta,122586,IN,28.039465,-81.94981,1,outside IN box,Lakeland
meets_tf_meta,126547,IN,38.485123,-78.625015,1,outside IN box,Shennandoah
meets_tf_meta,125481,OH,37.09024,-95.71289,1,outside OH box,Hoban Track
meets_tf_meta,111025,CA,42.168633,-121.71045,1,outside CA box,Redding
meets_tf_meta,103757,IN,54.75237,-1.6143028,1,outside IN box,Harrison
meets_tf_meta,54323,NE,29.96821,-95.465195,1,outside NE box,Wisner HS Track
meets_tf_meta,125478,IL,37.09024,-95.71289,1,outside IL box,Clyde F Peterson Stadium
meets_tf_meta,130877,IN,41.57366,-84.005226,1,outside IN box,Delta
meets_tf_meta,137007,CA,47.60621,-122.33207,1,outside CA box,seattle
meets_tf_meta,122469,IN,20.593683,78.96288,1,outside IN box,Site To Be Determined
meets_tf_meta,69566,IN,37.966164,-121.217766,1,outside IN box,Brickie Bowl
meets_tf_meta,77428,MD,40.046837,-76.312386,1,outside MD box,United States
meets_tf_meta,81971,PA,40.993744,-73.668816,1,outside PA box,Balwin
meets_tf_meta,92576,NE,43.02755,-76.10669,1,outside NE box,"Tecumseh, NE"
meets_tf_meta,125461,NY,37.09024,-95.71289,1,outside NY box,Wiesbaden HS
meets_tf_meta,141589,PA,41.00627,0.0,1,outside PA box,279 N Courtland St
meets_tf_meta,61867,OR,34.05252,-117.79034,1,outside OR box,Dual Meet IVHS vs RRHS
meets_tf_meta,96846,IN,44.503414,-85.17196,1,outside IN box,Pioneer
meets_tf_meta,122458,FL,18.363008,-66.558105,1,outside FL box,Puerto Rico
meets_tf_meta,141869,NC,36.002644,0.0,1,outside NC box,High Point Athletic Complex
meets_tf_meta,122847,IN,30.267153,-97.74306,1,outside IN box,Austin
meets_tf_meta,70551,WI,38.39107,-75.41919,1,outside WI box,Pittsville HS
meets_tf_meta,66415,IN,36.360577,-91.8155,1,outside IN box,Comets Field
meets_tf_meta,141019,IA,40.61692,0.0,1,outside IA box,1 University Pl
meets_tf_meta,80840,NE,40.75802,-73.96017,1,outside NE box,Sutton Track
meets_tf_meta,108418,IN,13.93329,75.5734,1,outside IN box,Woodlan
meets_tf_meta,57176,WI,32.54625,-117.04484,1,outside WI box,Larsen Field
meets_tf_meta,77460,IN,40.050724,-82.915375,1,outside IN box,"Easton, OH"
meets_tf_meta,123738,KS,33.300148,-90.94385,1,outside KS box,Washington County MS Meet
meets_tf_meta,128849,TX,40.233845,-111.65853,1,outside TX box,Utah
meets_tf_meta,125979,OR,37.804363,-122.27111,1,outside OR box,Oakland Track and Football Field
meets_tf_meta,97520,PA,44.825962,-93.29253,1,outside PA box,MN
meets_tf_meta,57704,OR,32.74047,-117.23055,1,outside OR box,Pt. Loma
meets_tf_meta,113155,FL,35.225796,-80.852844,1,outside FL box,Lecanto Panther Stadium
meets_tf_meta,67165,IN,36.943325,-76.28942,1,outside IN box,Chambers Field
meets_tf_meta,141950,VA,37.38826,0.0,1,outside VA box,Lloyd C Bird High School
meets_tf_meta,123997,IN,33.774826,-84.29631,1,outside IN box,North Decature
meets_tf_meta,140572,MO,38.623234,0.0,1,outside MO box,Marquette High School
meets_tf_meta,112745,IN,48.533936,-123.01329,1,outside IN box,Harrison HS
meets_tf_meta,125402,CA,37.09024,-95.71289,1,outside CA box,Bstrick4211@yahoo.com
meets_tf_meta,67568,OR,37.171886,-93.24774,1,outside OR box,berkeley
meets_tf_meta,65789,CA,36.066856,-79.88573,1,outside CA box,Greensboro
meets_tf_meta,66961,KS,36.806973,-97.73498,1,outside KS box,100 Main
meets_tf_meta,125469,IN,37.09024,-95.71289,1,outside IN box,Batesville HS
meets_tf_meta,77733,OR,40.096283,-75.01791,1,outside OR box,PHill
meets_tf_meta,125437,MA,37.09024,-95.71289,1,outside MA box,02332
meets_tf_meta,130571,IN,41.33954,-73.69735,1,outside IN box,Heritage Hills HS
meets_tf_meta,61112,OR,33.898556,-117.7891,1,outside OR box,cudequest Invitational
meets_tf_meta,140957,PA,39.86756,0.0,1,outside PA box,Garnet Valley High School
meets_tf_meta,135309,IN,44.678684,-68.264465,1,outside IN box,Eastbrook
meets_tf_meta,110586,WI,40.945168,-81.12262,1,outside WI box,
meets_tf_meta,141943,NE,40.838478,0.0,1,outside NE box,Abel Stadium
meets_tf_meta,53844,NE,29.622839,-82.81323,1,outside NE box,Trenton Track
meets_tf_meta,141817,PA,40.022156,0.0,1,outside PA box,Penn Charter
meets_tf_meta,78967,WI,40.366173,-89.54883,1,outside WI box,Delavan HS
meets_tf_meta,145666,LA,6.4973726,3.379225,1,outside LA box,Herbert Macaulay Way
meets_tf_meta,141590,NE,42.562496,0.0,1,outside NE box,Ponca
meets_tf_meta,83609,IN,41.335327,-73.08297,1,outside IN box,Ansonia
meets_tf_meta,133412,NE,43.048122,-76.14742,1,outside NE box,Syracuse Track
meets_tf_meta,134366,IL,43.804134,-120.5542,1,outside IL box,Oregon 
meets_tf_meta,125460,VA,37.09024,-95.71289,1,outside VA box,Rustuburg HS Track 
meets_tf_meta,128678,AZ,40.143105,47.576927,1,outside AZ box,
meets_tf_meta,138416,FL,35.972385,-79.99531,1,outside FL box,High Point University
meets_tf_meta,141698,MO,37.06769,0.0,1,outside MO box,Joplin High School
meets_tf_meta,87392,OR,42.068985,-76.7965,1,outside OR box,Elmira HS
meets_tf_meta,125378,NC,37.09024,-95.71289,1,outside NC box,Jackson Track
meets_tf_meta,137558,IN,55.95325,-3.188267,1,outside IN box,Edinburgh HS
meets_tf_meta,112793,CA,53.52314,-113.61923,1,outside CA box,1932
meets_tf_meta,125396,OR,37.09024,-95.71289,1,outside OR box,Grant HS 
meets_tf_meta,87437,NE,42.07691,-104.18889,1,outside NE box,Torrington
meets_tf_meta,141891,WI,43.559887,0.0,1,outside WI box,Bob Mael Field - Football & Track
meets_tf_meta,102078,CA,47.520752,-122.30057,1,outside CA box,Aviation HS
meets_tf_meta,67021,MD,36.83745,-76.21427,1,outside MD box,Norfolk
meets_tf_meta,125506,OR,37.09024,-95.71289,1,outside OR box,Reedsport HS
meets_tf_meta,76774,MD,39.928993,-77.99738,1,outside MD box,McConnellsburg HS
meets_tf_meta,99915,CA,45.89085,-119.51271,1,outside CA box,Oregon
meets_tf_meta,123146,MA,31.791702,-7.09262,1,outside MA box,?`
meets_tf_meta,52104,CA,17.291588,-62.70674,1,outside CA box,Silver Jubilee Stadium
meets_tf_meta,140544,MO,38.371563,0.0,1,outside MO box,Northwest High School
meets_tf_meta,141304,IA,41.890705,0.0,1,outside IA box,400 Metcalf St
meets_tf_meta,125502,IN,37.09024,-95.71289,1,outside IN box,Benton Central HS
meets_tf_meta,137534,CA,52.128067,-103.377686,1,outside CA box,not sure
meets_tf_meta,112782,CA,49.636745,11.792983,1,outside CA box,Vilseck HS
meets_tf_meta,52235,KY,25.04302,-77.31604,1,outside KY box,Thomas A. Robinson Stadium
meets_tf_meta,94643,OR,43.614822,-116.20296,1,outside OR box,Boise
meets_tf_meta,141784,PA,39.89536,0.0,1,outside PA box,Strath Haven Middle School
meets_tf_meta,141702,PA,40.01756,0.0,1,outside PA box,Academy of Notre Dame de Namur
meets_tf_meta,135760,IL,45.253784,-69.445465,1,outside IL box,Downers Grove North HS
meets_tf_meta,77714,NY,40.09404,-76.354706,1,outside NY box,Lancaster Fieldhouse
meets_tf_meta,141599,NE,40.141468,0.0,1,outside NE box,Fairbury Junior-Senior High School
meets_tf_meta,54269,CA,29.922058,-90.07508,1,outside CA box,Big Easy
meets_tf_meta,54744,CA,30.249844,-81.78366,1,outside CA box,Florida
meets_tf_meta,142743,CA,33.811886,0.0,1,outside CA box,3591 W Cerritos Ave
meets_tf_meta,67281,FL,37.000336,-94.726776,1,outside FL box,Southridge Park
meets_tf_meta,76839,NE,39.941044,-82.99651,1,outside NE box,Deshler Track & Field
meets_tf_meta,56137,IA,31.76644,-106.49199,1,outside IA box,Stanton Track
meets_tf_meta,87655,WI,42.11346,-72.75111,1,outside WI box,Westfield Middle School
meets_tf_meta,52025,ID,-6.184623,106.82165,1,outside ID box,TBA
meets_tf_meta,52217,KS,22.65067,88.4185,1,outside KS box,HOPL MS League
meets_tf_meta,140716,IL,40.48738,0.0,1,outside IL box,Bloomington High School
meets_tf_meta,111402,CA,43.070717,-89.38321,1,outside CA box,wh
