key,empty,street,city,state,zip,raw,n_meets
__empty__7206,1,,,,,,1
__empty__1959,1,,,,,,1
__empty__1958,1,,,,,,1
__empty__1926,1,,,,,,1
__empty__7293,1,,,,,,1
__empty__7276,1,,,,,,1
__empty__7210,1,,,,,,1
__empty__7228,1,,,,,,1
__empty__7244,1,,,,,,1
__empty__1924,1,,,,,,1
__empty__1923,1,,,,,,1
__empty__2250,1,,,,,,1
__empty__2227,1,,,,,,1
__empty__2253,1,,,,,,1
__empty__2224,1,,,,,,1
__empty__2216,1,,,,,,1
__empty__2254,1,,,,,,1
__empty__4847,1,,,,,,1
__empty__4903,1,,,,,,1
__empty__5005,1,,,,,,1
__empty__4988,1,,,,,,1
__empty__4896,1,,,,,,1
__empty__4900,1,,,,,,1
__empty__4897,1,,,,,,1
__empty__4059,1,,,,,,1
__empty__4052,1,,,,,,1
__empty__4039,1,,,,,,1
__empty__4091,1,,,,,,1
__empty__4035,1,,,,,,1
__empty__4028,1,,,,,,1
__empty__4041,1,,,,,,1
__empty__4117,1,,,,,,1
__empty__4012,1,,,,,,1
__empty__4116,1,,,,,,1
__empty__3977,1,,,,,,1
__empty__3969,1,,,,,,1
__empty__4062,1,,,,,,1
__empty__4029,1,,,,,,1
__empty__3978,1,,,,,,1
__empty__4024,1,,,,,,1
__empty__2292,1,,,,,,1
__empty__2298,1,,,,,,1
__empty__2286,1,,,,,,1
__empty__2277,1,,,,,,1
__empty__2275,1,,,,,,1
__empty__2309,1,,,,,,1
__empty__2278,1,,,,,,1
__empty__2290,1,,,,,,1
__empty__1460,1,,,,,,1
__empty__1450,1,,,,,,1
__empty__1448,1,,,,,,1
__empty__1454,1,,,,,,1
__empty__1458,1,,,,,,1
__empty__2368,1,,,,,,1
ba south coumty regional park 12551 glades road boca raton fl 33498|FL,0,12551 Glades Road Boca Raton,Glades Road Boca Raton,FL,12551,"BA South Coumty Regional Park 12551 Glades Road Boca Raton, FL 33498",1
__empty__9745,1,,,,,,1
__empty__2395,1,,,,,,1
__empty__2371,1,,,,,,1
__empty__2363,1,,,,,,1
van cortlandt park in the bronx broadway vancortlandt park south bronx ny 10462|NY,0,,Vancortlandt Park South Bronx,NY,10462,"Van Cortlandt Park in the Bronx Broadway & Vancortlandt Park South Bronx, NY 10462",1
__empty__2877,1,,,,,,1
council farm course 1079 council mc cranie rd milledgeville ga 31061|GA,0,1079 Council Mc Cranie Rd MILLEDGEVILLE,Council Mc Cranie Rd MILLEDGEVILLE,GA,31061,"Council Farm Course 1079 Council Mc Cranie Rd MILLEDGEVILLE, GA 31061",1
first tee golf course lagrange ga 30241|GA,0,,First Tee Golf Course LaGrange,GA,30241,"First Tee Golf Course LaGrange, GA 30241",1
delaware state outreach and research facility smyrna de 11223|DE,0,,Delaware State Outreach and Research Fac,DE,11223,"Delaware State Outreach and Research Facility Smyrna, DE 11223",1
__empty__2906,1,,,,,,1
sebastian high school sebastain fl 32958|FL,0,,Sebastian High School Sebastain,FL,32958,"Sebastian High School Sebastain, FL 32958",1
__empty__5323,1,,,,,,1
river creek golf course wichita falls tx|TX,0,,River Creek Golf Course Wichita Falls,TX,,"River Creek Golf Course Wichita Falls, TX",1
__empty__2765,1,,,,,,1
__empty__2794,1,,,,,,1
__empty__7631,1,,,,,,1
garrett park woodland park nj 07430|NJ,0,,Garrett Park Woodland Park,NJ,07430,"Garrett Park Woodland Park, NJ 07430",1
pipestem wv pipestem wa 25979|WA,0,,WV Pipestem,WA,25979,"Pipestem, WV Pipestem, WA 25979",1
__empty__2791,1,,,,,,1
__empty__7670,1,,,,,,1
__empty__6220,1,,,,,,1
__empty__6202,1,,,,,,1
__empty__6247,1,,,,,,1
__empty__6201,1,,,,,,1
__empty__6203,1,,,,,,1
__empty__6166,1,,,,,,1
__empty__6225,1,,,,,,1
__empty__6164,1,,,,,,1
__empty__6232,1,,,,,,1
famu rec center 2101 wahnish way tallahassee fl 32222|FL,0,2101 Wahnish Way Tallahassee,Wahnish Way Tallahassee,FL,32222,"FAMU Rec Center 2101 Wahnish Way Tallahassee, FL 32222",1
__empty__5790,1,,,,,,1
__empty__5796,1,,,,,,1
__empty__5831,1,,,,,,1
__empty__5821,1,,,,,,1
__empty__5721,1,,,,,,1
__empty__5780,1,,,,,,1
__empty__5677,1,,,,,,1
__empty__5802,1,,,,,,1
__empty__5733,1,,,,,,1
__empty__8184,1,,,,,,1
__empty__2421,1,,,,,,1
__empty__2442,1,,,,,,1
__empty__2435,1,,,,,,1
__empty__5844,1,,,,,,1
__empty__5853,1,,,,,,1
__empty__5857,1,,,,,,1
__empty__5864,1,,,,,,1
__empty__5901,1,,,,,,1
__empty__5855,1,,,,,,1
__empty__5970,1,,,,,,1
__empty__5972,1,,,,,,1
__empty__5937,1,,,,,,1
__empty__5912,1,,,,,,1
__empty__5929,1,,,,,,1
__empty__5932,1,,,,,,1
__empty__5927,1,,,,,,1
__empty__5859,1,,,,,,1
__empty__6004,1,,,,,,1
__empty__5862,1,,,,,,1
__empty__7577,1,,,,,,1
__empty__7519,1,,,,,,1
__empty__7524,1,,,,,,1
__empty__6441,1,,,,,,1
__empty__6446,1,,,,,,1
__empty__6435,1,,,,,,1
__empty__6436,1,,,,,,1
__empty__6442,1,,,,,,1
__empty__6554,1,,,,,,1
__empty__6427,1,,,,,,1
__empty__6570,1,,,,,,1
__empty__6464,1,,,,,,1
__empty__6527,1,,,,,,1
__empty__6561,1,,,,,,1
__empty__6467,1,,,,,,1
__empty__6450,1,,,,,,1
__empty__6522,1,,,,,,1
embry riddle cross country course 600 s clyde morris blvd daytona beach fl 32114|FL,0,600 S. Clyde Morris Blvd. Daytona Beach,S. Clyde Morris Blvd. Daytona Beach,FL,32114,"Embry-Riddle Cross Country Course 600 S. Clyde Morris Blvd. Daytona Beach, FL 32114",1
__empty__8070,1,,,,,,1
__empty__8036,1,,,,,,1
st michael s colchester vt 05446|VT,0,,St. Michael's Colchester,VT,05446,"St. Michael's Colchester, VT 05446",1
__empty__5584,1,,,,,,1
__empty__5572,1,,,,,,1
__empty__5579,1,,,,,,1
__empty__5592,1,,,,,,1
__empty__7051,1,,,,,,1
__empty__1717,1,,,,,,1
union canal tunnel park lebanon pa lebanon pa 17046|PA,0,,Union Canal Tunnel Park - Lebanon,PA,17046,"Union Canal Tunnel Park - Lebanon, PA Lebanon, PA 17046",1
__empty__3148,1,,,,,,1
va park clarksburg wv 23601|WV,0,,VA Park Clarksburg,WV,23601,"VA Park Clarksburg, WV 23601",2
__empty__5503,1,,,,,,1
__empty__5505,1,,,,,,1
jacksonville classical academy jacksonville fl|FL,0,,Jacksonville Classical Academy Jacksonvi,FL,,"Jacksonville Classical Academy Jacksonville, FL",1
__empty__5792,1,,,,,,1
__empty__5754,1,,,,,,1
__empty__5791,1,,,,,,1
__empty__9574,1,,,,,,1
__empty__2288,1,,,,,,1
__empty__2276,1,,,,,,1
__empty__2311,1,,,,,,1
__empty__3670,1,,,,,,1
st anslem college manchester nh 03102|NH,0,,St.Anslem College Manchester,NH,03102,"St.Anslem College Manchester, NH 03102",1
__empty__2268,1,,,,,,1
__empty__6573,1,,,,,,1
__empty__15414,1,,,,,,1
__empty__6521,1,,,,,,1
__empty__6423,1,,,,,,1
__empty__6428,1,,,,,,1
wellesley college wellesley ma 2481|,0,,Wellesley College Wellesley,MA,,"Wellesley College Wellesley, MA 2481",3
__empty__6524,1,,,,,,1
__empty__6287,1,,,,,,1
__empty__6355,1,,,,,,1
__empty__6357,1,,,,,,1
__empty__6363,1,,,,,,1
__empty__6311,1,,,,,,1
__empty__6304,1,,,,,,1
__empty__6421,1,,,,,,1
__empty__6367,1,,,,,,1
__empty__6368,1,,,,,,1
__empty__4084,1,,,,,,1
__empty__4030,1,,,,,,1
__empty__4031,1,,,,,,1
__empty__4055,1,,,,,,1
__empty__4087,1,,,,,,1
__empty__4027,1,,,,,,1
__empty__4044,1,,,,,,1
__empty__4118,1,,,,,,1
vermont tech randolph center vt vt|,0,,Vermont Tech Randolph Center,VT,,"Vermont Tech Randolph Center, VT VT",1
mcapline creek greenway charlotte nc 28223|NC,0,,McApline Creek Greenway Charlotte,NC,28223,"McApline Creek Greenway Charlotte, NC 28223",1
__empty__4107,1,,,,,,1
__empty__7217,1,,,,,,1
__empty__7207,1,,,,,,1
__empty__7209,1,,,,,,1
a n kyper athletics complex pella ia 50219|IA,0,,A.N. Kyper Athletics Complex Pella,IA,50219,"A.N. Kyper Athletics Complex Pella, IA 50219",1
__empty__7218,1,,,,,,1
__empty__7216,1,,,,,,1
__empty__7221,1,,,,,,1
__empty__7215,1,,,,,,1
purdue northwest westville in|IN,0,,Purdue Northwest Westville,IN,,"Purdue Northwest Westville, IN",1
__empty__11567,1,,,,,,1
freedom park charlotte nc city not supplied nc|NC,0,,Charlotte,NC,,"Freedom Park(Charlotte,NC) City Not Supplied, NC",1
__empty__6165,1,,,,,,1
__empty__6219,1,,,,,,1
__empty__6158,1,,,,,,1
__empty__6156,1,,,,,,1
__empty__6126,1,,,,,,1
__empty__6163,1,,,,,,1
__empty__6227,1,,,,,,1
__empty__6204,1,,,,,,1
__empty__6209,1,,,,,,1
__empty__6125,1,,,,,,1
__empty__6118,1,,,,,,1
__empty__6006,1,,,,,,1
__empty__6074,1,,,,,,1
__empty__6066,1,,,,,,1
__empty__6093,1,,,,,,1
__empty__6084,1,,,,,,1
__empty__6008,1,,,,,,1
__empty__6121,1,,,,,,1
san gabriel park georgetown tx 76513|TX,0,,San Gabriel Park Georgetown,TX,76513,"San Gabriel Park Georgetown, TX 76513",1
south county regional park boca raton fl 33431|FL,0,,South County Regional Park Boca Raton,FL,33431,"South County Regional Park Boca Raton, FL 33431",2
__empty__11786,1,,,,,,1
__empty__11701,1,,,,,,1
hardee hs wauchula fl 33873|FL,0,,Hardee HS Wauchula,FL,33873,"Hardee HS Wauchula, FL 33873",1
__empty__12341,1,,,,,,1
__empty__24228,1,,,,,,1
__empty__15264,1,,,,,,1
__empty__1810,1,,,,,,1
__empty__3130,1,,,,,,1
__empty__3153,1,,,,,,1
__empty__3154,1,,,,,,1
__empty__3147,1,,,,,,1
__empty__3149,1,,,,,,1
mdes campus course princess anne ma 21853|MA,0,,MDES Campus Course Princess Anne,MA,21853,"MDES Campus Course Princess Anne, MA 21853",1
__empty__3155,1,,,,,,1
__empty__6597,1,,,,,,1
sma middle school sarasota fl 3424|,0,,SMA MIDDLE SCHOOL Sarasota,FL,,"SMA MIDDLE SCHOOL Sarasota, FL 3424",1
__empty__6731,1,,,,,,1
__empty__6643,1,,,,,,1
__empty__11086,1,,,,,,1
__empty__6658,1,,,,,,1
virginia tech 185 beamer way blacksburg va 24060|VA,0,185 Beamer Way Blacksburg,Beamer Way Blacksburg,VA,24060,"Virginia Tech 185 Beamer Way Blacksburg, VA 24060",2
__empty__3186,1,,,,,,1
john stark weare nh 03281|NH,0,,John Stark Weare,NH,03281,"John Stark Weare, NH 03281",1
bedford high school bedford nh 03110|NH,0,,Bedford High School Bedford,NH,03110,"Bedford High School Bedford, NH 03110",1
__empty__7193,1,,,,,,1
__empty__4557,1,,,,,,1
__empty__12478,1,,,,,,1
__empty__13645,1,,,,,,1
__empty__8794,1,,,,,,1
winthrop university farm rock hill sc 29733|SC,0,,Winthrop University Farm Rock Hill,SC,29733,"Winthrop University Farm Rock Hill, SC 29733",1
ntc park at liberty station 7250 mesa college drive san diego ca 92111|CA,0,7250 Mesa College Drive San Diego,Mesa College Drive San Diego,CA,92111,"NTC Park at Liberty Station 7250 Mesa College Drive San Diego, CA 92111",1
__empty__10776,1,,,,,,1
central park hb huntington beach ca 92647|CA,0,,HB Huntington Beach,CA,92647,"Central Park, HB Huntington Beach, CA 92647",1
__empty__13915,1,,,,,,1
__empty__13924,1,,,,,,1
great barrington fairgrounds 775 main street great barrington ma 01230|MA,0,775 Main Street Great Barrington,Main Street Great Barrington,MA,01230,"Great Barrington Fairgrounds 775 Main Street Great Barrington, MA 01230",1
montgomery place andonia ny 12504|NY,0,,Montgomery Place Andonia,NY,12504,"Montgomery Place Andonia, NY 12504",1
__empty__1726,1,,,,,,1
__empty__531,1,,,,,,1
__empty__524,1,,,,,,1
east lake padden ballingham wa 98226|WA,0,,East Lake Padden Ballingham,WA,98226,"East Lake Padden Ballingham, WA 98226",1
__empty__8999,1,,,,,,1
u c b avenida zaya verde urb la milagrosa bayamon pr 00960|PR,0,,U.C.B. Avenida Zaya Verde Urb. La Milagr,PR,00960,"U.C.B. Avenida Zaya Verde Urb. La Milagrosa Bayamon, PR 00960",1
__empty__557,1,,,,,,1
__empty__8082,1,,,,,,1
u of the south golf course sewanee tn 30066|TN,0,,U. of the South Golf Course Sewanee,TN,30066,"U. of the South Golf Course Sewanee, TN 30066",1
canyon texas canyon tx 79015|TX,0,,Texas Canyon,TX,79015,"Canyon, Texas Canyon, TX 79015",1
illinois springfield springfield il 62703|IL,0,,Illinois-Springfield Springfield,IL,62703,"Illinois-Springfield Springfield, IL 62703",1
__empty__7539,1,,,,,,1
barbour county fair grounds 101 college hill drive philippi wv 26416|WV,0,101 College Hill Drive Philippi,College Hill Drive Philippi,WV,26416,"Barbour County Fair Grounds 101 College Hill Drive Philippi, WV 26416",1
max cross country course waverly ia 50428|IA,0,,Max Cross Country Course Waverly,IA,50428,"Max Cross Country Course Waverly, IA 50428",1
__empty__9973,1,,,,,,1
__empty__7572,1,,,,,,1
__empty__8914,1,,,,,,1
__empty__13507,1,,,,,,1
misericordia east 42nd st dallas pa 18612|PA,0,,nd St Dallas,PA,18612,"Misericordia East 42nd St Dallas, PA 18612",1
central wyoming college riverton wy|WY,0,,Central Wyoming College Riverton,WY,,"Central Wyoming College Riverton, WY",1
bluefield bluefield va|VA,0,,Bluefield Bluefield,VA,,"Bluefield Bluefield, VA",1
oxnard college oxnard ca 93033|CA,0,,Oxnard College Oxnard,CA,93033,"Oxnard College Oxnard, CA 93033",1
woodward park clovis ca 12345|CA,0,,Woodward Park Clovis,CA,12345,"Woodward Park Clovis, CA 12345",1
southeastern baptist youth camp cc course greensburg in 47240|IN,0,,Southeastern Baptist Youth Camp CC Cours,IN,47240,"Southeastern Baptist Youth Camp CC Course Greensburg, IN 47240",1
__empty__24373,1,,,,,,1
virginia state petersburg va 23806|VA,0,,Virginia State Petersburg,VA,23806,"Virginia State Petersburg, VA 23806",1
fernandina beach 435 citrone drive fernandina beach fl 32304|FL,0,435 Citrone Drive Fernandina Beach,Citrone Drive Fernandina Beach,FL,32304,"Fernandina Beach 435 Citrone Drive Fernandina Beach, FL 32304",1
downriver golf course 3225 n columbia circle spokane wa 99205|WA,0,3225 N. Columbia Circle Spokane,N. Columbia Circle Spokane,WA,99205,"Downriver Golf Course 3225 N. Columbia Circle Spokane, WA 99205",1
randolph 2500 rivermont avenue lynchburg va 24503|VA,0,2500 Rivermont Avenue Lynchburg,Rivermont Avenue Lynchburg,VA,24503,"Randolph 2500 Rivermont Avenue Lynchburg, VA 24503",1
concordia university campus ann arbor michigan 48105|,0,,,MI,48105,"Concordia University Campus Ann Arbor, Michigan 48105",1
prairie view stadium fm 1098 rd university dr prairie view tx 77446|TX,0,1098 Rd,University Dr Prairie View,TX,77446,"Prairie View Stadium FM 1098 Rd & University Dr Prairie View, TX 77446",1
alma college x c course shepherd high school xc course alma mi 48801|MI,0,,Alma,MI,48801,"Alma College X-C Course (Shepherd High School XC Course) Alma, MI 48801",1
__empty__12460,1,,,,,,1
old keith hills golf course lillington nc 27546|NC,0,,Old Keith Hills Golf Course Lillington,NC,27546,"Old Keith Hills Golf Course Lillington, NC 27546",3
bay college escabana wi 49221|WI,0,,Bay College Escabana,WI,49221,"Bay College Escabana, WI 49221",1
__empty__9380,1,,,,,,1
whiteford valley golf club ottawa mi 49267|MI,0,,Whiteford Valley Golf Club Ottawa,MI,49267,"Whiteford Valley Golf Club Ottawa, MI 49267",1
saint mary s college of california moraga ca 94605|CA,0,,Saint Mary's College of California Morag,CA,94605,"Saint Mary's College of California Moraga, CA 94605",1
cb smith park pembroke pines fl 33028|FL,0,,CB Smith Park Pembroke Pines,FL,33028,"CB Smith Park Pembroke Pines, FL 33028",1
__empty__517,1,,,,,,1
__empty__19977,1,,,,,,1
__empty__4473,1,,,,,,1
hood college at utica district park frederick md 21701|MD,0,,Hood College at Utica District Park Fred,MD,21701,"Hood College at Utica District Park Frederick, MD 21701",1
hayward regional shoreline park 3010 w winton ave hayward ca 94545|CA,0,3010 W Winton Ave Hayward,W Winton Ave Hayward,CA,94545,"Hayward Regional Shoreline Park 3010 W Winton Ave Hayward, CA 94545",1
__empty__15277,1,,,,,,1
abilene christian course aibilene tx 79697|TX,0,,Abilene Christian Course Aibilene,TX,79697,"Abilene Christian Course Aibilene, TX 79697",1
__empty__15341,1,,,,,,1
north carolina weslyan rocky mount nc 27804|NC,0,,North Carolina Weslyan Rocky Mount,NC,27804,"North Carolina Weslyan Rocky Mount, NC 27804",1
wayne e dannehl cross country course kenosha wi 53144|WI,0,,Wayne E. Dannehl Cross Country Course Ke,WI,53144,"Wayne E. Dannehl Cross Country Course Kenosha, WI 53144",1
eastern washington university cheney wash cheney wa 99004|WA,0,,Wash. Cheney,WA,99004,"Eastern Washington University - Cheney, Wash. Cheney, WA 99004",1
fisher field midland mi 48640|MI,0,,Fisher Field Midland,MI,48640,"Fisher Field Midland, MI 48640",1
auc campus atlanta ga 30066|GA,0,,AUC Campus Atlanta,GA,30066,"AUC Campus Atlanta, GA 30066",2
sam bell cross country course discovery road bloomington in 47408|IN,0,,Sam Bell Cross Country Course Discovery ,IN,47408,"Sam Bell Cross Country Course Discovery Road Bloomington, IN 47408",1
lake wilderness park maple valley wa 98042|WA,0,,Lake Wilderness Park Maple Valley,WA,98042,"Lake Wilderness Park Maple Valley, WA 98042",1
__empty__20129,1,,,,,,1
cairn university langhorne pa 19047|,0,,Cairn University langhorne,PA,19047,"Cairn University langhorne, pa 19047",1
__empty__13914,1,,,,,,1
champions park xc course 4401 s charleston pike springfield oh 45505|OH,0,4401 S. Charleston Pike Springfield,S. Charleston Pike Springfield,OH,45505,"Champions Park XC Course 4401 S. Charleston Pike Springfield, OH 45505",1
clinton heights golf course 2760 e twp rd 122 tiffin oh 44883|OH,0,2760 E. Twp. Rd.,Tiffin,OH,44883,"Clinton Heights Golf Course 2760 E. Twp. Rd. 122 Tiffin, OH 44883",1
__empty__13502,1,,,,,,1
__empty__13509,1,,,,,,1
north monument valley park 205 w fontanero colorado springs co 80907|CO,0,205 W Fontanero Colorado Springs,W Fontanero Colorado Springs,CO,80907,"North Monument Valley Park 205 W Fontanero Colorado Springs, CO 80907",1
elizabeth city state university elizabeth city nc|NC,0,,Elizabeth City State University Elizabet,NC,,"Elizabeth City State University Elizabeth City, NC",1
platteview country club bellevue ne 68123|NE,0,,Platteview Country Club Bellevue,NE,68123,"Platteview Country Club Bellevue, NE 68123",1
__empty__19138,1,,,,,,1
forty fort sports complex forty fot pa 18704|PA,0,,Forty Fort Sports Complex Forty Fot,PA,18704,"Forty Fort Sports Complex Forty Fot, PA 18704",1
middleburg orange park fl 32068|FL,0,,Middleburg Orange Park,FL,32068,"Middleburg Orange Park , FL 32068",1
university club of baton rouge 15333 memorial tower dr baton rouge la 70810|LA,0,15333 Memorial Tower Dr Baton Rouge,Memorial Tower Dr Baton Rouge,LA,15333,"University Club of Baton Rouge 15333 Memorial Tower Dr Baton Rouge, LA 70810",1
franics park st louis mo 63110|MO,0,,Franics Park St. Louis,MO,63110,"Franics Park St. Louis, MO 63110",1
bradenton christian bradenton fl 34200|FL,0,,Bradenton Christian Bradenton,FL,34200,"Bradenton Christian Bradenton, FL 34200",1
allegheny athletic fields meadville pa 16335|PA,0,,Allegheny Athletic Fields Meadville,PA,16335,"Allegheny Athletic Fields Meadville, PA 16335",1
dmacc 2006 s ankeny blvd ankeny ia 50023|IA,0,2006 S Ankeny Blvd Ankeny,S Ankeny Blvd Ankeny,IA,50023,"DMACC 2006 S Ankeny Blvd Ankeny, IA 50023",1
delhi delhi nc 13753|NC,0,,Delhi Delhi,NC,13753,"Delhi Delhi, NC 13753",1
__empty__24456,1,,,,,,1
sarasota christian sarasota fl 34232|FL,0,,Sarasota Christian Sarasota,FL,34232,"Sarasota Christian Sarasota, FL 34232",1
__empty__24747,1,,,,,,1
__empty__24676,1,,,,,,1
nsb 100 barracuda blvd nsb fl 32169|FL,0,100 Barracuda Blvd. NSB,Barracuda Blvd. NSB,FL,32169,"NSB 100 Barracuda Blvd. NSB, FL 32169",1
veterans park fort myers fl 33912|FL,0,,Veterans Park Fort Myers,FL,33912,"Veterans Park Fort Myers, FL 33912",1
lake mckethan recreation area brooksville fl 34601|FL,0,,Lake McKethan Recreation Area Brooksvill,FL,34601,"Lake McKethan Recreation Area Brooksville, FL 34601",1
winchester community in|IN,0,,Winchester Community,IN,,"Winchester Community , IN",1
kapiolani park honolulu hi 96822|HI,0,,Kapiolani Park Honolulu,HI,96822,"Kapiolani Park Honolulu, HI 96822",1
__empty__18898,1,,,,,,1
south county regional park boca raton fl 33334|FL,0,,South County Regional Park Boca Raton,FL,33334,"South County Regional Park Boca Raton , FL 33334",1
new mexico highlands las vegas nm 87701|NM,0,,New Mexico Highlands Las Vegas,NM,87701,"New Mexico Highlands Las Vegas, NM 87701",1
flanagan hs pembroke pines fl 33028|FL,0,,Flanagan HS Pembroke Pines,FL,33028,"Flanagan HS Pembroke Pines, FL 33028",1
__empty__24746,1,,,,,,1
__empty__3968,1,,,,,,1
__empty__2835,1,,,,,,1
__empty__6551,1,,,,,,1
__empty__110,1,,,,,,1
old settler park round rock tx|TX,0,,Old Settler Park Round Rock,TX,,"Old Settler Park Round Rock, TX",1
colorado mesa grand junction co 81501|CO,0,,Colorado Mesa Grand Junction,CO,81501,"Colorado Mesa Grand Junction, CO 81501",1
__empty__5351,1,,,,,,1
__empty__2510,1,,,,,,1
__empty__19408,1,,,,,,1
__empty__5373,1,,,,,,1
__empty__212,1,,,,,,1
__empty__7165,1,,,,,,1
__empty__7176,1,,,,,,1
__empty__203,1,,,,,,1
__empty__194,1,,,,,,1
__empty__4953,1,,,,,,1
__empty__7188,1,,,,,,1
__empty__7166,1,,,,,,1
__empty__7169,1,,,,,,1
__empty__4678,1,,,,,,1
__empty__4714,1,,,,,,1
__empty__4709,1,,,,,,1
__empty__4689,1,,,,,,1
__empty__4163,1,,,,,,1
__empty__4248,1,,,,,,1
__empty__5729,1,,,,,,1
__empty__5082,1,,,,,,1
__empty__5741,1,,,,,,1
__empty__5745,1,,,,,,1
psu brandywine media pa pa 19063|PA,0,,PSU Brandywine Media PA,PA,19063,"PSU Brandywine Media PA, PA 19063",1
mason park irvine irvine ca 92612|CA,0,,Irvine Irvine,CA,92612,"Mason Park, Irvine Irvine, CA 92612",1
__empty__4074,1,,,,,,1
central college pella ia 50428|IA,0,,Central College Pella,IA,50428,"Central College Pella, IA 50428",2
__empty__16423,1,,,,,,1
ceraland park 3989 s 525 e columbus in 47203|IN,0,3989 S.,E. Columbus,IN,47203,"CERAland Park 3989 S. 525 E. Columbus, IN 47203",1
__empty__7893,1,,,,,,1
__empty__14659,1,,,,,,1
__empty__5300,1,,,,,,1
__empty__7483,1,,,,,,1
__empty__7320,1,,,,,,1
__empty__6765,1,,,,,,1
__empty__5024,1,,,,,,1
__empty__6134,1,,,,,,1
__empty__5424,1,,,,,,1
__empty__8400,1,,,,,,1
__empty__4570,1,,,,,,1
__empty__6784,1,,,,,,1
__empty__5345,1,,,,,,1
__empty__5309,1,,,,,,1
__empty__5364,1,,,,,,1
__empty__5365,1,,,,,,1
__empty__4487,1,,,,,,1
__empty__4536,1,,,,,,1
__empty__4540,1,,,,,,1
__empty__5356,1,,,,,,1
__empty__4547,1,,,,,,1
__empty__4674,1,,,,,,1
__empty__4513,1,,,,,,1
__empty__4669,1,,,,,,1
youthtowne moon township pa|PA,0,,Youthtowne Moon Township,PA,,"Youthtowne Moon Township, PA",1
__empty__5346,1,,,,,,1
__empty__4517,1,,,,,,1
__empty__4497,1,,,,,,1
__empty__5357,1,,,,,,1
__empty__5422,1,,,,,,1
__empty__7187,1,,,,,,1
__empty__3883,1,,,,,,1
__empty__7168,1,,,,,,1
__empty__5292,1,,,,,,1
country campus golf course huntsville tx 77340|TX,0,,Country Campus Golf Course Huntsville,TX,77340,"Country Campus Golf Course Huntsville, TX 77340",1
__empty__5923,1,,,,,,1
__empty__4112,1,,,,,,1
__empty__7201,1,,,,,,1
__empty__7179,1,,,,,,1
__empty__4748,1,,,,,,1
highland park baton rouge la|LA,0,,Highland Park Baton Rouge,LA,,"Highland Park Baton Rouge, LA",1
__empty__5577,1,,,,,,1
__empty__5415,1,,,,,,1
__empty__6058,1,,,,,,1
__empty__5587,1,,,,,,1
abraham baldwin agricultural college one blue devil way tifton ga 32312|GA,0,,Abraham Baldwin Agricultural College One,GA,32312,"Abraham Baldwin Agricultural College One Blue Devil Way Tifton, GA 32312",1
__empty__7177,1,,,,,,1
__empty__5416,1,,,,,,1
__empty__4546,1,,,,,,1
__empty__4526,1,,,,,,1
__empty__4554,1,,,,,,1
__empty__4550,1,,,,,,1
__empty__5451,1,,,,,,1
__empty__4490,1,,,,,,1
__empty__5540,1,,,,,,1
woodlawn beach middle school gulf breeze fl 32566|FL,0,,Woodlawn Beach Middle School Gulf Breeze,FL,32566,"Woodlawn Beach Middle School Gulf Breeze, FL 32566",1
__empty__202,1,,,,,,1
hagerty 3225 lockwood boulevard oviedo fl 32765|FL,0,3225 Lockwood Boulevard Oviedo,Lockwood Boulevard Oviedo,FL,32765,"Hagerty 3225 Lockwood Boulevard Oviedo, FL 32765",1
__empty__197,1,,,,,,1
__empty__190,1,,,,,,1
__empty__4100,1,,,,,,1
corban university salem or 97303|OR,0,,Corban University Salem,OR,97303,"Corban University Salem, OR 97303",1
vsu petersburg va 12345|VA,0,,VSU Petersburg,VA,12345,"VSU Petersburg, VA 12345",1
ucsb santa barbara ca 90210|CA,0,,UCSB Santa Barbara,CA,90210,"UCSB Santa Barbara, CA 90210",1
colorado springs co colorado springs co 80918|CO,0,,Colorado Springs,CO,80918,"Colorado Springs, CO Colorado Springs, CO 80918",1
__empty__7565,1,,,,,,1
__empty__6395,1,,,,,,1
western carolina university cullowhee nc 28723|NC,0,,Western Carolina University Cullowhee,NC,28723,"Western Carolina University Cullowhee, NC 28723",1
__empty__6394,1,,,,,,1
brewton parker campus mt vernon ga 30445|GA,0,,Brewton-Parker Campus Mt. Vernon,GA,30445,"Brewton-Parker Campus Mt. Vernon, GA 30445",1
__empty__6486,1,,,,,,1
__empty__6547,1,,,,,,1
__empty__6487,1,,,,,,1
__empty__5779,1,,,,,,1
__empty__7598,1,,,,,,1
lakewood ranch bradenton fl 34211|FL,0,,Lakewood Ranch Bradenton,FL,34211,"Lakewood Ranch Bradenton, FL 34211",1
__empty__3369,1,,,,,,1
__empty__3201,1,,,,,,1
__empty__3274,1,,,,,,1
__empty__3295,1,,,,,,1
__empty__6676,1,,,,,,1
__empty__3283,1,,,,,,1
__empty__4698,1,,,,,,1
__empty__4683,1,,,,,,1
__empty__4743,1,,,,,,1
__empty__6412,1,,,,,,1
__empty__6117,1,,,,,,1
winthrop farms rock hill sc 29370|SC,0,,Winthrop Farms Rock Hill,SC,29370,"Winthrop Farms Rock Hill, SC 29370",1
__empty__7494,1,,,,,,1
ram s xc course lake mary fl 32746|FL,0,,RAM's XC Course Lake Mary,FL,32746,"RAM's XC Course Lake Mary, FL 32746",2
wccc pittsburgh pa 15222|PA,0,,WCCC Pittsburgh,PA,15222,"WCCC Pittsburgh, PA 15222",1
__empty__5725,1,,,,,,1
__empty__7564,1,,,,,,1
__empty__15669,1,,,,,,1
